Date,Open,High,Low,Close,Adj Close,Volume
2022-02-09,4547,4590.03,4547,4587.18,4587.18,4524350000
2022-02-10,4553.24,4588.92,4484.31,4504.08,4504.08,5314860000
2022-02-11,4506.27,4526.33,4401.41,4418.64,4418.64,5251500000
2022-02-14,4412.61,4426.22,4364.84,4401.67,4401.67,4600390000
2022-02-15,4429.28,4472.77,4429.28,4471.07,4471.07,4430830000
2022-02-16,4455.75,4489.55,4429.68,4475.01,4475.01,4283640000
2022-02-17,4456.06,4456.06,4373.81,4380.26,4380.26,4539420000
2022-02-18,4384.57,4394.6,4327.22,4348.87,4348.87,4708060000
2022-02-22,4332.74,4362.12,4267.11,4304.76,4304.76,5121900000
2022-02-23,4324.93,4341.51,4221.51,4225.5,4225.5,4797430000
2022-02-24,4155.77,4294.73,4114.65,4288.7,4288.7,6752130000
2022-02-25,4298.38,4385.34,4286.83,4384.65,4384.65,5177060000
2022-02-28,4354.17,4388.84,4315.12,4373.94,4373.94,6071370000
2022-03-01,4363.14,4378.45,4279.54,4306.26,4306.26,5846230000
2022-03-02,4322.56,4401.48,4322.56,4386.54,4386.54,5337870000
2022-03-03,4401.31,4416.78,4345.56,4363.49,4363.49,5039890000
2022-03-04,4342.12,4342.12,4284.98,4328.87,4328.87,5797380000
2022-03-07,4327.01,4327.01,4199.85,4201.09,4201.09,6940470000
2022-03-08,4202.66,4276.94,4157.87,4170.7,4170.7,7243120000
2022-03-09,4223.1,4299.4,4223.1,4277.88,4277.88,5662670000
2022-03-10,4252.55,4268.28,4209.8,4259.52,4259.52,4980830000
2022-03-11,4279.5,4291.01,4200.49,4204.31,4204.31,4938640000
2022-03-14,4202.75,4247.57,4161.72,4173.11,4173.11,5574920000
2022-03-15,4188.82,4271.05,4187.9,4262.45,4262.45,5392470000
2022-03-16,4288.14,4358.9,4251.99,4357.86,4357.86,6309750000
2022-03-17,4345.11,4412.67,4335.65,4411.67,4411.67,4985090000
2022-03-18,4407.34,4465.4,4390.57,4463.12,4463.12,8278430000
2022-03-21,4462.4,4481.75,4424.3,4461.18,4461.18,4869820000
2022-03-22,4469.1,4522,4469.1,4511.61,4511.61,4754840000
2022-03-23,4493.1,4501.07,4455.81,4456.24,4456.24,4550670000
2022-03-24,4469.98,4520.58,4465.17,4520.16,4520.16,4131390000
2022-03-25,4522.91,4546.03,4501.07,4543.06,4543.06,4305020000
2022-03-28,4541.09,4575.65,4517.69,4575.52,4575.52,4312260000
2022-03-29,4602.86,4637.3,4589.66,4631.6,4631.6,5085910000
2022-03-30,4624.2,4627.77,4581.32,4602.45,4602.45,4385570000
2022-03-31,4599.02,4603.07,4530.41,4530.41,4530.41,4823020000
2022-04-01,4540.32,4548.7,4507.57,4545.86,4545.86,4562940000
2022-04-04,4547.97,4583.5,4539.21,4582.64,4582.64,4547350000
2022-04-05,4572.45,4593.45,4514.17,4525.12,4525.12,4800620000
2022-04-06,4494.17,4503.94,4450.04,4481.15,4481.15,4986830000
2022-04-07,4474.65,4521.16,4450.3,4500.21,4500.21,4821490000
2022-04-08,4494.15,4520.41,4474.6,4488.28,4488.28,4083200000
2022-04-11,4462.64,4464.35,4408.38,4412.53,4412.53,4266290000
2022-04-12,4437.59,4471,4381.34,4397.45,4397.45,4152090000
2022-04-13,4394.3,4453.92,4392.7,4446.59,4446.59,3828150000
2022-04-14,4449.12,4460.46,4390.77,4392.59,4392.59,4083090000
2022-04-18,4385.63,4410.31,4370.3,4391.69,4391.69,3910490000
2022-04-19,4390.63,4471.03,4390.63,4462.21,4462.21,4108120000
2022-04-20,4472.26,4488.29,4448.76,4459.45,4459.45,4290450000
2022-04-21,4489.17,4512.94,4384.47,4393.66,4393.66,4636890000
2022-04-22,4385.83,4385.83,4267.62,4271.78,4271.78,4651940000
2022-04-25,4255.34,4299.02,4200.82,4296.12,4296.12,5240040000
2022-04-26,4278.14,4278.14,4175.04,4175.2,4175.2,4689970000
2022-04-27,4186.52,4240.71,4162.9,4183.96,4183.96,4769680000
2022-04-28,4222.58,4308.45,4188.63,4287.5,4287.5,4854180000
2022-04-29,4253.75,4269.68,4124.28,4131.93,4131.93,5084030000
2022-05-02,4130.61,4169.81,4062.51,4155.38,4155.38,5163790000
2022-05-03,4159.78,4200.1,4147.08,4175.48,4175.48,4582050000
2022-05-04,4181.18,4307.66,4148.91,4300.17,4300.17,5136360000
2022-05-05,4270.43,4270.43,4106.01,4146.87,4146.87,5077030000
2022-05-06,4128.17,4157.69,4067.91,4123.34,4123.34,5116940000
2022-05-09,4081.27,4081.27,3975.48,3991.24,3991.24,5954520000
2022-05-10,4035.18,4068.82,3958.17,4001.05,4001.05,5885820000
2022-05-11,3990.08,4049.09,3928.82,3935.18,3935.18,5816140000
2022-05-12,3903.95,3964.8,3858.87,3930.08,3930.08,6286450000
2022-05-13,3963.9,4038.88,3963.9,4023.89,4023.89,5183340000
2022-05-16,4013.02,4046.46,3983.99,4008.01,4008.01,4415030000
2022-05-17,4052,4090.72,4033.93,4088.85,4088.85,4841410000
2022-05-18,4051.98,4051.98,3911.91,3923.68,3923.68,5103220000
2022-05-19,3899,3945.96,3876.58,3900.79,3900.79,5113550000
2022-05-20,3927.76,3943.42,3810.32,3901.36,3901.36,5130730000
2022-05-23,3919.42,3981.88,3909.04,3973.75,3973.75,4420030000
2022-05-24,3942.94,3955.68,3875.13,3941.48,3941.48,4923190000
2022-05-25,3929.59,3999.33,3925.03,3978.73,3978.73,4802560000
2022-05-26,3984.6,4075.14,3984.6,4057.84,4057.84,4709970000
2022-05-27,4077.43,4158.49,4077.43,4158.24,4158.24,4375620000
2022-05-31,4151.09,4168.34,4104.88,4132.15,4132.15,6822640000
2022-06-01,4149.78,4166.54,4073.85,4101.23,4101.23,4531800000
2022-06-02,4095.41,4177.51,4074.37,4176.82,4176.82,4405790000
2022-06-03,4137.57,4142.67,4098.67,4108.54,4108.54,3711110000
2022-06-06,4134.72,4168.78,4109.18,4121.43,4121.43,4332700000
2022-06-07,4096.47,4164.86,4080.19,4160.68,4160.68,4248210000
2022-06-08,4147.12,4160.14,4107.2,4115.77,4115.77,4159470000
2022-06-09,4101.65,4119.1,4017.17,4017.82,4017.82,4134170000
2022-06-10,3974.39,3974.39,3900.16,3900.86,3900.86,4889640000
2022-06-13,3838.15,3838.15,3734.3,3749.63,3749.63,5636890000
2022-06-14,3763.52,3778.18,3705.68,3735.48,3735.48,5153890000
2022-06-15,3764.05,3837.56,3722.3,3789.99,3789.99,5530480000
2022-06-16,3728.18,3728.18,3639.77,3666.77,3666.77,5644930000
2022-06-17,3665.9,3707.71,3636.87,3674.84,3674.84,8520740000
2022-06-21,3715.31,3779.65,3715.31,3764.79,3764.79,5292260000
2022-06-22,3733.89,3801.79,3717.69,3759.89,3759.89,5058990000
2022-06-23,3774.71,3802.58,3743.52,3795.73,3795.73,5098640000
2022-06-24,3821.75,3913.65,3821.75,3911.74,3911.74,8120260000
2022-06-27,3920.76,3927.72,3889.66,3900.11,3900.11,4325310000
2022-06-28,3913,3945.86,3820.14,3821.55,3821.55,4270120000
2022-06-29,3825.09,3836.5,3799.02,3818.83,3818.83,4211240000
2022-06-30,3785.99,3818.99,3738.67,3785.38,3785.38,4840070000
2022-07-01,3781,3829.82,3752.1,3825.33,3825.33,4046950000
2022-07-05,3792.61,3832.19,3742.06,3831.39,3831.39,5076590000
2022-07-06,3831.98,3870.91,3809.37,3845.08,3845.08,4417720000
2022-07-07,3858.85,3910.63,3858.85,3902.62,3902.62,4057770000
2022-07-08,3888.26,3918.5,3869.34,3899.38,3899.38,3521620000
2022-07-11,3880.94,3880.94,3847.22,3854.43,3854.43,3423480000
2022-07-12,3851.95,3873.41,3802.36,3818.8,3818.8,3817210000
2022-07-13,3779.67,3829.44,3759.07,3801.78,3801.78,4109390000
2022-07-14,3763.99,3796.41,3721.56,3790.38,3790.38,4199690000
2022-07-15,3818,3863.62,3817.18,3863.16,3863.16,4143800000
2022-07-18,3883.79,3902.44,3818.63,3830.85,3830.85,4046870000
2022-07-19,3860.73,3939.81,3860.73,3936.69,3936.69,4041070000
2022-07-20,3935.32,3974.13,3922.03,3959.9,3959.9,4185300000
2022-07-21,3955.47,3999.29,3927.64,3998.95,3998.95,4132790000
2022-07-22,3998.43,4012.44,3938.86,3961.63,3961.63,3979240000
2022-07-25,3965.72,3975.3,3943.46,3966.84,3966.84,3568340000
2022-07-26,3953.22,3953.22,3910.74,3921.05,3921.05,3778950000
2022-07-27,3951.43,4039.56,3951.43,4023.61,4023.61,4112180000
2022-07-28,4026.13,4078.95,3992.97,4072.43,4072.43,4413000000
2022-07-29,4087.33,4140.15,4079.22,4130.29,4130.29,4616360000
2022-08-01,4112.38,4144.95,4096.02,4118.63,4118.63,4202810000
2022-08-02,4104.21,4140.47,4079.81,4091.19,4091.19,4727710000
2022-08-03,4107.96,4167.66,4107.96,4155.17,4155.17,4351760000
2022-08-04,4154.85,4161.29,4135.42,4151.94,4151.94,4283320000
2022-08-05,4115.87,4151.58,4107.31,4145.19,4145.19,4085940000
2022-08-08,4155.93,4186.62,4128.97,4140.06,4140.06,4221090000
2022-08-09,4133.11,4137.3,4112.09,4122.47,4122.47,3913090000
2022-08-10,4181.02,4211.03,4177.26,4210.24,4210.24,4546010000
2022-08-11,4227.4,4257.91,4201.41,4207.27,4207.27,4630200000
2022-08-12,4225.02,4280.47,4219.78,4280.15,4280.15,3788010000
2022-08-15,4269.37,4301.79,4256.9,4297.14,4297.14,3696830000
2022-08-16,4290.46,4325.28,4277.77,4305.2,4305.2,4329820000
2022-08-17,4280.4,4302.18,4253.08,4274.04,4274.04,3885030000
2022-08-18,4273.13,4292.53,4261.98,4283.74,4283.74,3340330000
2022-08-19,4266.31,4266.31,4218.7,4228.48,4228.48,3761340000
2022-08-22,4195.08,4195.08,4129.86,4137.99,4137.99,3907430000
2022-08-23,4133.09,4159.77,4124.03,4128.73,4128.73,3823520000
2022-08-24,4126.55,4156.56,4119.97,4140.77,4140.77,3583630000
2022-08-25,4153.26,4200.54,4147.59,4199.12,4199.12,3566870000
2022-08-26,4198.74,4203.04,4057.66,4057.66,4057.66,3832750000
2022-08-29,4034.58,4062.99,4017.42,4030.61,4030.61,3396510000
2022-08-30,4041.25,4044.98,3965.21,3986.16,3986.16,3835860000
2022-08-31,4000.67,4015.37,3954.53,3955,3955,4542490000
2022-09-01,3936.73,3970.23,3903.65,3966.85,3966.85,4152250000
2022-09-02,3994.66,4018.43,3906.21,3924.26,3924.26,3665850000
2022-09-06,3930.89,3942.55,3886.75,3908.19,3908.19,4127340000
2022-09-07,3909.43,3987.89,3906.03,3979.87,3979.87,3890320000
2022-09-08,3959.94,4010.5,3944.81,4006.18,4006.18,3966850000
2022-09-09,4022.94,4076.81,4022.94,4067.36,4067.36,3901940000
2022-09-12,4083.67,4119.28,4083.67,4110.41,4110.41,3814200000
2022-09-13,4037.12,4037.12,3921.28,3932.69,3932.69,4224550000
2022-09-14,3940.73,3961.94,3912.18,3946.01,3946.01,4293240000
2022-09-15,3932.41,3959.14,3888.28,3901.35,3901.35,4441830000
2022-09-16,3880.95,3880.95,3837.08,3873.33,3873.33,7954650000
2022-09-19,3849.91,3900.45,3838.5,3899.89,3899.89,3766850000
2022-09-20,3875.23,3876.01,3827.54,3855.93,3855.93,4058050000
2022-09-21,3871.4,3907.07,3789.49,3789.93,3789.93,4078330000
2022-09-22,3782.36,3790.9,3749.45,3757.99,3757.99,4284600000
2022-09-23,3727.14,3727.14,3647.47,3693.23,3693.23,5144270000
2022-09-26,3682.72,3715.67,3644.76,3655.04,3655.04,4886140000
2022-09-27,3686.44,3717.53,3623.29,3647.29,3647.29,4577740000
2022-09-28,3651.94,3736.74,3640.61,3719.04,3719.04,4684850000
2022-09-29,3687.01,3687.01,3610.4,3640.47,3640.47,4681810000
2022-09-30,3633.48,3671.44,3584.13,3585.62,3585.62,5645360000
2022-10-03,3609.78,3698.35,3604.93,3678.43,3678.43,4806680000
2022-10-04,3726.46,3791.92,3726.46,3790.93,3790.93,5146580000
2022-10-05,3753.25,3806.91,3722.66,3783.28,3783.28,4293180000
2022-10-06,3771.97,3797.93,3739.22,3744.52,3744.52,4252100000
2022-10-07,3706.74,3706.74,3620.73,3639.66,3639.66,4449660000
2022-10-10,3647.51,3652.17,3588.1,3612.39,3612.39,3834320000
2022-10-11,3595.86,3640.66,3568.45,3588.84,3588.84,4759030000
2022-10-12,3590.83,3608.34,3573.86,3577.03,3577.03,4006830000
2022-10-13,3520.37,3685.41,3491.58,3669.91,3669.91,5021680000
2022-10-14,3690.41,3712,3579.68,3583.07,3583.07,4243030000
2022-10-17,3638.65,3689.73,3638.65,3677.95,3677.95,4352780000
2022-10-18,3746.26,3762.79,3686.53,3719.98,3719.98,4483740000
2022-10-19,3703.11,3728.58,3666.51,3695.16,3695.16,4223800000
2022-10-20,3689.05,3736,3656.44,3665.78,3665.78,4496620000
2022-10-21,3657.1,3757.89,3647.42,3752.75,3752.75,5078020000
2022-10-24,3762.01,3810.74,3741.65,3797.34,3797.34,4747930000
2022-10-25,3799.44,3862.85,3799.44,3859.11,3859.11,4843120000
2022-10-26,3825.97,3886.15,3824.07,3830.6,3830.6,4817310000
2022-10-27,3834.69,3859.95,3803.79,3807.3,3807.3,4687320000
2022-10-28,3808.26,3905.42,3808.26,3901.06,3901.06,4459410000
2022-10-31,3881.85,3893.73,3863.18,3871.98,3871.98,4820620000
2022-11-01,3901.79,3911.79,3843.8,3856.1,3856.1,4481210000
2022-11-02,3852.9,3894.44,3758.68,3759.69,3759.69,4899000000
2022-11-03,3733.25,3750.59,3698.15,3719.89,3719.89,4625290000
2022-11-04,3766.98,3796.34,3708.84,3770.55,3770.55,5400180000
2022-11-07,3780.71,3813.95,3764.7,3806.8,3806.8,4341620000
2022-11-08,3817.02,3859.4,3786.28,3828.11,3828.11,4607640000
2022-11-09,3810.94,3818.2,3744.22,3748.57,3748.57,4645010000
2022-11-10,3859.89,3958.33,3859.89,3956.37,3956.37,5781260000
2022-11-11,3963.72,4001.48,3944.82,3992.93,3992.93,5593310000
2022-11-14,3977.97,4008.97,3956.4,3957.25,3957.25,4561930000
2022-11-15,4006.41,4028.84,3953.17,3991.73,3991.73,5015310000
2022-11-16,3976.82,3983.09,3954.34,3958.79,3958.79,4165320000
2022-11-17,3919.26,3954.33,3906.54,3946.56,3946.56,4051780000
2022-11-18,3966.39,3979.89,3935.98,3965.34,3965.34,4037360000
2022-11-21,3956.23,3962,3933.34,3949.94,3949.94,3850690000
2022-11-22,3965.51,4005.88,3956.88,4003.58,4003.58,3887990000
2022-11-23,4000.3,4033.78,3998.66,4027.26,4027.26,3279720000
2022-11-25,4023.34,4034.02,4020.76,4026.12,4026.12,1706460000
2022-11-28,4005.36,4012.27,3955.77,3963.94,3963.94,3615430000
2022-11-29,3964.19,3976.77,3937.65,3957.63,3957.63,3546040000
2022-11-30,3957.18,4080.11,3938.58,4080.11,4080.11,6579360000
2022-12-01,4087.14,4100.51,4050.87,4076.57,4076.57,4527130000
2022-12-02,4040.17,4080.48,4026.63,4071.7,4071.7,4012620000
2022-12-05,4052.02,4052.45,3984.49,3998.84,3998.84,4280820000
2022-12-06,3996.63,4001.51,3918.39,3941.26,3941.26,4368380000
2022-12-07,3933.28,3957.57,3922.68,3933.92,3933.92,4118050000
2022-12-08,3947.79,3974.19,3935.83,3963.51,3963.51,4006900000
2022-12-09,3954.17,3977.02,3933.04,3934.38,3934.38,3888260000
2022-12-12,3939.29,3990.71,3935.3,3990.56,3990.56,3904130000
2022-12-13,4069.38,4100.96,3993.03,4019.65,4019.65,5079360000
2022-12-14,4015.54,4053.76,3965.65,3995.32,3995.32,4472340000
2022-12-15,3958.37,3958.37,3879.45,3895.75,3895.75,4493900000
2022-12-16,3890.91,3890.91,3827.91,3852.36,3852.36,7493660000
2022-12-19,3853.79,3854.86,3800.04,3817.66,3817.66,3969610000
2022-12-20,3810.47,3838.24,3795.62,3821.62,3821.62,3985370000
2022-12-21,3839.49,3889.82,3839.49,3878.44,3878.44,3775200000
2022-12-22,3853.26,3853.26,3764.49,3822.39,3822.39,3956950000
2022-12-23,3815.11,3845.8,3797.01,3844.82,3844.82,2819280000
2022-12-27,3843.34,3846.65,3813.22,3829.25,3829.25,3030300000
2022-12-28,3829.56,3848.32,3780.78,3783.22,3783.22,3083520000
2022-12-29,3805.45,3858.19,3805.45,3849.28,3849.28,3003680000
2022-12-30,3829.06,3839.85,3800.34,3839.5,3839.5,2979870000
2023-01-03,3853.29,3878.46,3794.33,3824.14,3824.14,3959140000
2023-01-04,3840.36,3873.16,3815.77,3852.97,3852.97,4414080000
2023-01-05,3839.74,3839.74,3802.42,3808.1,3808.1,3893450000
2023-01-06,3823.37,3906.19,3809.56,3895.08,3895.08,3923560000
2023-01-09,3910.82,3950.57,3890.42,3892.09,3892.09,4311770000
2023-01-10,3888.57,3919.83,3877.29,3919.25,3919.25,3851030000
2023-01-11,3932.35,3970.07,3928.54,3969.61,3969.61,4303360000
2023-01-12,3977.57,3997.76,3937.56,3983.17,3983.17,4440260000
2023-01-13,3960.6,4003.95,3947.67,3999.09,3999.09,3939700000
2023-01-17,3999.28,4015.39,3984.57,3990.97,3990.97,4235560000
2023-01-18,4002.25,4014.16,3926.59,3928.86,3928.86,4298710000
2023-01-19,3911.84,3922.94,3885.54,3898.85,3898.85,3991500000
2023-01-20,3909.04,3972.96,3897.86,3972.61,3972.61,4013360000
2023-01-23,3978.14,4039.31,3971.64,4019.81,4019.81,3945210000
2023-01-24,4001.74,4023.92,3989.79,4016.95,4016.95,3320430000
2023-01-25,3982.71,4019.55,3949.06,4016.22,4016.22,3724020000
2023-01-26,4036.08,4061.57,4013.29,4060.43,4060.43,3809590000
2023-01-27,4053.72,4094.21,4048.7,4070.56,4070.56,3907760000
2023-01-30,4049.27,4063.85,4015.55,4017.77,4017.77,3802000000
2023-01-31,4020.85,4077.16,4020.44,4076.6,4076.6,4679320000
2023-02-01,4070.07,4148.95,4037.2,4119.21,4119.21,4856930000
2023-02-02,4158.68,4195.44,4141.88,4179.76,4179.76,5624360000
2023-02-03,4136.69,4182.36,4123.36,4136.48,4136.48,4694510000
2023-02-06,4119.57,4124.63,4093.38,4111.08,4111.08,4114240000
2023-02-07,4105.35,4176.54,4088.39,4164,4164,4355860000
2023-02-08,4153.47,4156.85,4111.67,4117.86,4117.86,4029820000
2023-02-09,4144.25,4156.23,4069.67,4081.5,4081.5,4270200000
2023-02-10,4068.92,4094.36,4060.79,4090.46,4090.46,3891520000
2023-02-13,4096.62,4138.9,4092.67,4137.29,4137.29,3448620000
2023-02-14,4126.7,4159.77,4095.01,4136.13,4136.13,3929200000
2023-02-15,4119.5,4148.11,4103.98,4147.6,4147.6,4075980000
2023-02-16,4114.75,4136.54,4089.49,4090.41,4090.41,4143660000
2023-02-17,4077.39,4081.51,4047.95,4079.09,4079.09,4045480000
2023-02-21,4052.35,4052.35,3995.19,3997.34,3997.34,4121590000
2023-02-22,4001.83,4017.37,3976.9,3991.05,3991.05,4079320000
2023-02-23,4018.6,4028.3,3969.19,4012.32,4012.32,3952940000
2023-02-24,3973.24,3978.25,3943.08,3970.04,3970.04,3877700000
2023-02-27,3992.36,4018.05,3973.55,3982.24,3982.24,3836950000
2023-02-28,3977.19,3997.5,3968.98,3970.15,3970.15,5043400000
2023-03-01,3963.34,3971.73,3939.05,3951.39,3951.39,4249480000
2023-03-02,3938.68,3990.84,3928.16,3981.35,3981.35,4244900000
2023-03-03,3998.02,4048.29,3995.17,4045.64,4045.64,4084730000
2023-03-06,4055.15,4078.49,4044.61,4048.42,4048.42,4000870000
2023-03-07,4048.26,4050,3980.31,3986.37,3986.37,3922500000
2023-03-08,3987.55,4000.41,3969.76,3992.01,3992.01,3535570000
2023-03-09,3998.66,4017.81,3908.7,3918.32,3918.32,4445260000
2023-03-10,3912.77,3934.05,3846.32,3861.59,3861.59,5518190000
2023-03-13,3835.12,3905.05,3808.86,3855.76,3855.76,6558020000
2023-03-14,3894.01,3937.29,3873.63,3919.29,3919.29,5665870000
2023-03-15,3876.74,3894.26,3838.24,3891.93,3891.93,6594010000
2023-03-16,3878.93,3964.46,3864.11,3960.28,3960.28,5695790000
2023-03-17,3958.69,3958.91,3901.27,3916.64,3916.64,9354280000
2023-03-20,3917.47,3956.62,3916.89,3951.57,3951.57,5347140000
2023-03-21,3975.89,4009.08,3971.19,4002.87,4002.87,4920240000
2023-03-22,4002.04,4039.49,3936.17,3936.97,3936.97,4533010000
2023-03-23,3959.21,4007.66,3919.05,3948.72,3948.72,4991600000
2023-03-24,3939.21,3972.74,3909.16,3970.99,3970.99,4583970000
2023-03-27,3982.93,4003.83,3970.49,3977.53,3977.53,4233540000
2023-03-28,3974.13,3979.2,3951.53,3971.27,3971.27,4014600000
2023-03-29,3999.53,4030.59,3999.53,4027.81,4027.81,4145250000
2023-03-30,4046.74,4057.85,4032.1,4050.83,4050.83,3930860000
2023-03-31,4056.18,4110.75,4056.18,4109.31,4109.31,4525120000
2023-04-03,4102.2,4127.66,4098.79,4124.51,4124.51,4234700000
2023-04-04,4128.03,4133.13,4086.87,4100.6,4100.6,4227800000
2023-04-05,4094.5,4099.69,4072.56,4090.38,4090.38,3968020000
2023-04-06,4081.15,4107.32,4069.84,4105.02,4105.02,3486690000
2023-04-10,4085.2,4109.5,4072.55,4109.11,4109.11,3423650000
2023-04-11,4110.29,4124.26,4102.61,4108.94,4108.94,3665830000
2023-04-12,4121.72,4134.37,4086.94,4091.95,4091.95,3633120000
2023-04-13,4100.04,4150.26,4099.4,4146.22,4146.22,3596590000
2023-04-14,4140.11,4163.19,4113.2,4137.64,4137.64,3575690000
2023-04-17,4137.17,4151.72,4123.18,4151.32,4151.32,3611180000
2023-04-18,4164.26,4169.48,4140.36,4154.87,4154.87,3536640000
2023-04-19,4139.33,4162.57,4134.49,4154.52,4154.52,3572560000
2023-04-20,4130.48,4148.57,4114.57,4129.79,4129.79,3772080000
2023-04-21,4132.14,4138.02,4113.86,4133.52,4133.52,3611750000
2023-04-24,4132.07,4142.41,4117.77,4137.04,4137.04,3290940000
2023-04-25,4126.43,4126.43,4071.38,4071.63,4071.63,3978640000
2023-04-26,4087.78,4089.67,4049.35,4055.99,4055.99,3837030000
2023-04-27,4075.29,4138.24,4075.29,4135.35,4135.35,3750550000
2023-04-28,4129.63,4170.06,4127.18,4169.48,4169.48,4087800000
2023-05-01,4166.79,4186.92,4164.12,4167.87,4167.87,3321370000
2023-05-02,4164.1,4164.1,4089.72,4119.58,4119.58,4486130000
2023-05-03,4122.25,4148.3,4088.86,4090.75,4090.75,4246510000
2023-05-04,4082.55,4082.61,4048.28,4061.22,4061.22,4920090000
2023-05-05,4084.73,4147.02,4084.73,4136.25,4136.25,4186270000
2023-05-08,4136.98,4142.3,4123.81,4138.12,4138.12,3641640000
2023-05-09,4124.25,4130.35,4116.65,4119.17,4119.17,3810140000
2023-05-10,4143.74,4154.28,4098.92,4137.64,4137.64,4057160000
2023-05-11,4132.24,4132.8,4109.29,4130.62,4130.62,3752900000
2023-05-12,4138.54,4143.74,4099.12,4124.08,4124.08,3533740000
2023-05-15,4126.65,4141.25,4110.27,4136.28,4136.28,3562170000
2023-05-16,4127.95,4135.54,4109.86,4109.9,4109.9,3654200000
2023-05-17,4122.85,4164.67,4113.62,4158.77,4158.77,4039080000
2023-05-18,4157.68,4202.2,4153.5,4198.05,4198.05,3980500000
2023-05-19,4204.15,4212.91,4180.2,4191.98,4191.98,4041900000
2023-05-22,4190.78,4209.22,4179.68,4192.63,4192.63,3728520000
2023-05-23,4176.8,4185.68,4142.54,4145.58,4145.58,4155320000
2023-05-24,4132.96,4132.96,4103.98,4115.24,4115.24,3739160000
2023-05-25,4155.71,4165.74,4129.73,4151.28,4151.28,4147760000
2023-05-26,4156.16,4212.87,4156.16,4205.45,4205.45,3715460000
